odg,bully,bullied,age,tatot,dens,recip,grade,male,s_att,skip
1,2.002850556726896,3.14,15,0,0.5578319073727872,0.5140645340158198,10,1,0,0
4,2.001747710906666,3.57,15,2,0.06764153271771352,0.018663765591673192,10,1,0,1
7,1.5008065761120908,0.21,14,3,0.6438365221119128,0.8166135138645787,10,0,0,0
7,2.497964125320644,2.97,13,7,0.6391100680540489,0.761646460623171,9,0,0,0
0,1.0041853870892172,0.1,15,0,0.4230599695523318,0.3591120373139032,10,1,0,0
7,0.9962283551007848,-1.47,16,3,0.6190932127533415,0.9485063484950985,11,0,0,1
7,2.494451866356283,4.13,14,3,0.5456750860231907,0.3637303781568777,9,1,0,0
0,1.998898479441046,2.96,14,0,0,0,9,0,0,0
7,1.9998086133911954,1.69,17,5,0.3893076586269419,0.3033375584454551,12,0,0,1
2,2.000912881959687,1.96,15,1,0.08980426208966577,0.8556139695444263,10,0,0,0
0,1.0000167159469806,-0.81,15,0,0.9422447045126678,0,10,0,1,1
0,1.5074169233943884,1.28,18,0,0.7849799672996143,0.04311280130868416,12,1,0,0
6,1.5011646141778061,1.46,16,7,0.48015769761786853,0.5874940866756097,11,0,0,1
6,1.998489886934018,2.47,13,2,0.1357838497155157,0.48372095727653286,9,0,0,1
2,1.5038505110910696,1.11,17,1,0,0,11,1,0,0
7,1.5013184546446925,1.73,17,3,0.11788744244441253,0,12,1,0,1
5,1.0037478187855888,0.02,17,3,0.8104363773745322,0.6387009778370304,12,0,0,0
7,1.5010346593932289,1.01,16,3,0.9851844279065053,0.9028670152304573,11,0,0,0
0,1.5043724096954205,-0.07,18,0,0.29154844716811346,0.3586340069206775,12,0,0,1
7,0.9989511705286617,-0.22,17,3,0.4695759508421984,0.22934886666995463,12,1,0,1
7,1.4965779329721072,1.14,13,3,0.0777095561374882,0.01944235417465505,9,0,0,1
7,2.000558007095486,1.09,16,5,0,0,11,0,0,1
7,1.9997355408735982,2.74,14,3,0.4657706952886512,1,10,1,0,0
0,1.0016306479894097,0.56,14,3,0.5853545451549389,0.3970980981735302,9,0,0,1
4,1.9981309471327648,1.59,15,2,0.5369713556480187,0.18230246458404084,10,0,0,0
6,1.0021865138130517,-1.32,16,2,0.13635755804644006,1,11,0,0,0
0,2.005493026921984,1.5,14,7,1,0,9,0,0,1
5,0.9983866596014259,1.73,17,7,0.4587535551384321,0.16727900660864498,12,1,0,1
7,1.5008568618695297,1.78,15,6,0.48108076062402483,1,11,0,0,1
0,1.0037175610341615,0.43,13,0,0.5921752963752491,0.043479475385950726,9,1,0,0
7,3.0009698747259295,5.98,18,4,0.3087290478767911,0.8447000774866368,12,0,0,0
7,2.4924786019283296,3.41,13,2,0.3129919107417173,0.46387286695617636,9,1,0,1
7,2.0019742796659394,1.64,16,5,0.589984860855124,1,11,0,0,0
7,2.004409077709081,1.22,15,3,0.7166430914326324,1,10,0,0,0
6,1.5036099019835767,1.29,17,3,0.3831330573394873,0.2989841373447956,12,1,0,1
7,1.496427395479396,1.43,15,3,0.4942129433252642,0.13043983234403733,10,0,0,0
0,1.5000769300271166,1.57,15,0,0.2481270652169663,0,10,1,0,1
5,1.001355034018723,-0.89,15,2,0.2272541636315307,0.2954513268676162,10,1,0,1
3,1.5022790536976687,0.03,14,6,0.027296214547838298,0.06350352186585502,9,1,0,1
7,2.0025281586289188,2.13,17,6,0.01359331324038007,0.5843507036356854,12,0,0,1
5,1.5003558131584376,1.27,15,3,0.45821551964964974,0.09053281331191024,10,0,0,1
0,2.5005409098520563,4.44,18,3,0.5034249752398999,0,12,0,0,1
7,1.503534425033715,1.94,14,7,0.5040292988872401,1,10,0,0,0
0,1.001732017067524,-1.32,16,4,0.8911397006419087,0.26841594637749977,11,1,0,1
0,1.0029007566722357,0.72,14,0,0.488801577879293,0,9,0,0,0
0,1.0026546234404206,-1.33,17,6,0.18178412160096963,0,12,0,0,0
7,0.9960403848241297,-0.59,13,7,1,0.9664216773949541,9,0,0,0
5,2.001243298669125,2.15,16,7,0.480673755338204,0.11481370930295241,11,1,1,0
4,1.0016279339034744,-1.04,13,1,0.4442698030163655,0.7281781112328553,9,1,0,0
0,2.0012539634395945,3.62,16,1,9.74942009491607e-4,0,11,1,0,0
0,0.9971879102035262,0.5,16,3,1,0,11,0,0,0
0,1.0063311499702192,-0.48,17,0,0.2804356282198801,0.20488705760825068,12,0,0,1
0,1.4994128775242792,1.21,17,7,0.22842680522269532,0.057326436277686556,12,1,0,1
7,1.5022938612047612,1.35,14,3,0.43114724630863627,0.5745177213181349,9,1,0,0
7,2.9996442413486895,4.62,14,3,1,1,10,1,0,0
7,3.4979869731407036,6.21,16,7,0.45454954498577094,0,11,1,0,0
7,1.9973247318161929,1.16,14,2,0.9717313083401163,1,9,0,0,0
7,2.003550888146449,3.34,14,3,0.03872683373775703,0,9,1,0,0
5,2.0039499663777542,2.34,13,7,0.7585302882989833,0.04499470822130349,9,1,0,1
0,1.5021013343731153,1.71,17,0,0.44808567660398224,0.07809001647194565,12,0,0,0
4,1.9979048549775045,1.27,15,7,0.053429336653092505,0,10,0,0,0
4,2.0031468243863877,3.07,14,1,0.4072643978197536,0.7398563056765651,9,1,0,0
7,1.0020233487282677,-0.19,17,7,0.1881485321318684,0.4645112096016583,12,1,0,1
0,1.5049289101322285,0.7,17,1,0,0,11,0,0,1
0,1.0064252861974636,0.1,15,0,0.8658246365452603,0.1588553981431952,10,0,1,0
5,0.9993494228398487,-0.26,17,7,0.8814415425042038,0,12,0,0,0
7,1.998843652485355,1.05,14,7,0.49983198542236307,0.18584522218007482,9,0,0,1
0,1.5063930358139754,2.1,16,6,0.13155263604640216,0,11,1,0,1
6,2.0012171542373705,4.3,13,2,0.366005611643261,1,9,0,0,0
4,1.5024416927929245,1.22,16,2,0.4562224664594811,1,11,1,0,0
0,1.0003202902700172,-0.8,14,0,0.5906624518360648,0,9,1,0,0
7,2.5002734238233497,3.3,14,3,0.2119196647570149,0.11072829947431528,9,0,0,1
7,1.499144481498093,-0.05,17,3,0.24432617529201953,0.7517797305937607,11,0,0,1
0,1.003110579980074,-0.82,16,0,0.12644677823074144,0,11,1,1,1
7,0.9976934700658043,-1.41,14,2,0.482059690734571,0.3456765765482148,10,0,0,0
3,1.503039114768434,1.77,15,3,0.4137469492271825,0.6566007247567179,10,1,0,1
1,1.5038966017939086,1.82,14,0,0.9483288654560892,0.6785393579534431,9,0,0,0
3,1.002101652425045,-1.47,16,1,0.367754524910275,0.32447708460941443,11,1,0,0
7,1.997174619205997,2.46,17,7,0.9531981688103384,0.8283595342269063,12,0,0,0
3,2.5028051841024235,3.26,17,1,0.8770390726598541,0.22020737298190732,12,1,0,1
3,2.4980924475634385,3.94,16,1,0.04254203031479543,0.06638321320411401,11,0,0,0
7,2.491906424842937,3.92,16,3,0.3730002330053688,0,11,0,0,1
4,1.0031935559688956,1.58,18,4,0.0038545472350194833,0,12,1,0,1
7,1.499901580598812,0.55,18,7,0.534672252205955,0.3732890680221099,12,0,0,1
7,1.5009048939760201,-0.09,17,3,0.10863591043632147,0.2820040030000122,12,0,0,1
0,1.0012268102870543,-0.7,13,0,0.48770492250299713,0.11834697498190663,9,0,0,0
2,2.004887607906933,1.9,15,1,0.4528163773397444,0.12704040677760303,10,0,0,1
7,1.001392683505505,-1.44,17,7,0.07157765128183954,0.3721419307930097,12,0,0,1
7,1.501602031486252,3.01,14,6,0.1703084194011205,0,9,0,0,1
7,1.4992377748876955,0.58,14,3,0.06125958621652723,0,9,1,0,1
0,1.4996329464127784,0.5,14,3,0.8293868524938616,0.09421603763802405,9,0,0,1
7,1.4992924948447577,1.25,13,7,0.62833958817951,0.7422562853454557,9,0,0,0
2,3.0032030955027404,3.64,14,0,0.009650343371983242,0.28563300749467735,9,0,0,1
7,1.4999387609783628,-0.48,17,7,0.6435140749743392,0.5800837573357963,12,1,0,1
3,1.9999745215295128,1.05,18,7,0.5975539404812887,0,12,1,1,1
0,1.0042124965200585,-2.46,15,0,0.056805179194306485,0.2777957413431533,10,0,0,1
0,1.00556294996418,-1.31,15,7,0.14167683042007637,0.537728056920907,10,0,0,1
3,1.4983625259980822,1.85,14,3,0.23458999136442787,0.16315429491563974,9,0,1,0
0,1.50368543650031,-0.19,17,0,0.9080196205870008,0,11,1,1,1
3,1.0051276544489718,-0.05,16,1,0.039333110522214394,0,11,1,0,1
0,1.0026998016516901,-1.65,17,3,0.20217230646915754,0,11,1,0,0
4,2.4979353508077047,2.48,15,1,0.423261351430686,0,10,1,0,1
1,2.0002853517248687,2.78,16,2,0.003677767099088965,0.27552100110718086,11,0,1,1
1,1.0002896871367568,0.08,14,5,0.013940307119914295,0,10,1,0,1
0,1.5061848657428596,-0.28,16,4,0.29207482581301614,0,11,0,0,1
7,2.5037438019116167,4.27,15,3,0.46377780262132295,0.5292340275781212,10,1,0,0
7,1.9963005827429208,3.16,14,7,0.10161992278367167,0.62845778252893425,10,0,0,1
7,1.4946063780708458,1.75,16,5,0.28634034066742786,0.22657305637129288,11,1,0,0
7,1.5009345282809168,1.65,14,7,0.245903229570502,0.6560085848259268,10,1,0,0
0,1.5036116222870806,0.26,14,0,0.4220201525171081,0,9,1,0,1
2,1.5008365673326554,0.19,16,5,0.5145449788933141,0.1927345032349385,10,0,1,0
0,1.0034407262479672,-0.35,17,7,0.20927909146144896,0.3520988413970299,12,1,0,1
7,1.9978519842646687,1.5,14,7,0.9592625327732458,0.7132762922871185,10,1,0,0
7,1.4997283932346073,2.09,17,3,1,0.5953116055066725,12,0,0,0
0,2.006502908025535,2.72,13,5,0,0.04830867682961224,9,1,0,0
0,1.5024721318176348,2.28,16,0,0.07491116496204094,0,11,0,0,0
7,1.4990038216623844,0.2,16,5,0.04527687433283696,0,11,1,0,1
7,2.999806585483716,4.2,16,3,0.14204944696404828,0.36789548111468146,10,1,0,0
6,1.5037308873279835,1.4,15,7,0.5552537283653605,0.25498407428062103,10,1,0,0
0,1.5021757509264022,1.91,17,0,0.7560925032135982,0,11,1,0,0
7,1.4999651766458195,1.08,14,7,0.6157176818719053,0,9,0,0,0
7,1.0022298220420987,0.12,17,3,0.6146419795951595,0.5250969408023288,12,1,0,0
0,1.0070086347917853,0.08,16,2,0.08914702136257195,0,11,1,0,0
7,2.000460105822153,1.87,14,7,0.8505242586278907,0.6683213689845231,10,1,0,0
6,1.9943620911544817,2.24,13,2,0.9915738601924431,0.42381601221625664,9,0,0,0
5,1.0046372946482969,0.3,14,2,0.1505671587516403,0,9,1,0,0
0,2.0053456831666985,1.68,14,0,0,0.30094445756289456,9,0,0,1
7,2.4988047710011596,3.93,14,7,0.11278482663069356,0.37247949980012834,10,0,0,0
7,1.002499297247918,-0.11,16,7,0.1759609725060868,1,11,1,0,1
7,1.9953559695835303,3.23,13,3,0.26789648001240435,0,9,0,0,0
5,2.001123682487331,1.63,15,7,0,0,10,1,0,1
7,1.9984943193137192,2.51,14,5,0.09321513098600685,0,9,1,1,1
0,2.000286345650538,1.65,17,0,0.16484009739292876,0,11,1,0,1
0,2.006429861166408,2.4,16,5,0.07766942959546853,0,11,1,0,1
7,1.0011036796019854,-0.25,16,3,0.4812332608948486,0.5648569429197188,11,0,0,0
4,1.5019142286094311,1.22,15,2,0.4563411664293982,0,10,0,0,1
7,2.4965516333472797,2.24,15,3,0.525521467421321,0.9370472283530832,10,0,0,0
7,1.0004732949869823,1.22,15,4,0.5308481708337,0.8277495039707992,10,0,0,1
7,2.0007616755804527,3.33,16,3,0.140765353047258,0,10,0,1,1
7,0.9954592062147144,0.39,18,4,0.6760206726521244,0.06239612025658584,12,1,0,0
7,1.996768480626423,2.92,14,3,0.5254911163190185,0.5369447470665918,9,0,1,0
7,1.002869109179087,-1.7,14,7,0,0.6013198877763973,10,1,0,1
7,2.4971265035003607,3.14,15,3,0.066149750140743,0,10,0,0,1
0,2.001084012432357,2.97,18,1,0.4598414448031734,0.1912718964253769,12,1,0,1
7,0.9999549405843356,0.01,14,7,0.03618853287464757,0,10,1,0,1
0,2.502196343683424,3.24,16,7,0.5414958643501477,0.17677834376227003,11,1,0,1
7,1.500110897089042,1.67,17,3,0.13574342668037276,0.26698392228435225,12,1,0,0
1,1.501814408973247,0.58,18,1,0.06417499351357774,0,12,1,0,1
0,1.5030694537809,2.96,16,0,0.4677227072938023,0,11,1,0,0
4,1.5028818767717116,1.94,18,7,0.8439369674078433,0.44458924682785034,12,1,0,1
7,1.9993637869651375,1.09,13,2,0.11491557629717387,0.5412119848475054,9,0,0,0
3,1.9997493289523902,2.03,13,1,0.40545149200647623,0,9,1,0,1
7,2.000714866555078,1.88,18,7,0.21490930658948013,0.24433570063579735,12,1,0,1
6,2.5002758172840585,3.46,14,2,0.5832373061089777,1,10,1,0,0
0,2.003505488235229,2.3,15,0,0.3610664597142192,0.5329489869050328,10,1,1,1
0,1.5020265746228203,1.42,14,7,0.027080661062133433,0.18384482372731104,9,0,0,1
7,3.499834714246715,5.51,16,3,0,0.252879717485031,11,0,0,0
7,2.0019972308765706,2.05,18,3,0,0,12,0,0,1
7,2.0006283433284957,2.34,13,2,0,0.24799499440471637,9,0,1,0
1,1.5051285916476007,1.81,15,1,0.12730073775615838,0.06155361914455627,10,1,0,1
3,2.500618323321919,4.52,16,1,0.029557134651395284,0,11,1,1,1
0,1.0059174257472538,0.24,13,5,0.1313441538745734,0.4301194633702166,9,1,0,1
7,1.5026898029456954,1.57,17,3,0.07464889672455914,0.20071359849423087,12,1,0,1
0,1.505673565241651,1.83,13,0,0.8577081726615376,0.1830793595130507,9,0,0,0
0,1.5072595177609793,0.83,18,0,0,0,12,1,0,1
0,1.5078128643573514,0.38,17,7,0,0.25853818702818887,12,0,0,0
7,1.5009146833084397,0.83,17,3,0.11268252034200926,0.14592454505251634,12,0,0,0
0,2.5017875726046226,2.43,17,4,0.06612672967851028,0.6018355290200275,12,1,0,1
7,2.50048680317571,4.56,15,3,0,0.8431511926943196,10,1,0,0
3,0.9987478931258775,-0.35,15,6,0.23268494024299444,0.24054411418080018,10,1,0,1
7,1.5056963722763879,2.13,14,3,0.33202682973535974,0.5136589611338344,10,1,0,1
0,2.4998203966681958,3,17,0,0.04894565211404557,0.4475662826491015,11,0,0,1
7,1.003699061186545,-1.14,18,3,0.9921112074739747,0.7548624738193308,12,0,0,1
0,1.5031124304342147,1.85,15,0,0.16365179341155403,0.6719179796964568,10,0,0,0
7,1.99599482625801,2.19,15,7,0.9176680362357463,0.6730634188214174,10,1,0,0
0,2.505824803652313,2.89,14,0,0,0.31495463359143905,9,0,0,0
1,1.5010021854833084,0.35,18,1,0.1496129750749902,0,12,1,0,0
4,2.00021931272608,3.99,14,2,0.203200131806605,0,9,1,0,0
6,1.4991841805211938,-0.48,17,7,0.1538919979079469,0.11862317075793434,12,1,0,1
6,0.9999405402593984,-1.51,14,2,1,0.8767411949868534,10,0,0,1
7,1.9989598412956502,1.99,17,3,0.4383174744884906,0.24380209794314966,12,1,0,0
7,0.9989815239589817,-0.59,16,7,1,1,11,0,0,0
0,3.503091739157319,7.05,16,2,0,0,10,0,0,0
7,2.4960526839954693,2.3,14,2,0.2836659201372738,0.27250102495653644,9,1,0,1
3,1.0041118749706621,-1.16,18,1,0.39342790521794757,0,12,0,0,1
0,1.5025959939526525,-0.27,16,0,0.610544365937512,0.14380229620698518,11,0,0,0
3,2.001180994405274,3.56,18,2,0.47242165405654557,0,12,0,0,1
5,1.9961377094096522,2.78,13,5,1,0.4437996804889796,9,0,0,0
7,1.0015895845916392,-0.16,16,3,0,0.22301436259671664,11,1,0,1
7,3.0010818256430656,4.51,18,7,0.57427922413283,0.7687194690356388,12,1,0,1
0,1.0040789409740278,-1.61,17,7,0.09581809349098114,0.15454200091422104,12,1,0,1
7,2.498808378787366,3.87,18,6,0.07770182236843041,0.5529998318953779,12,0,0,1
7,2.996342227079113,5.52,14,3,0.0599276186109939,0.07519349425296776,9,1,0,1
0,3.0017738990636067,3.66,14,4,0.524659349519276,0.2631419725259142,9,1,0,0
7,1.9953823329321698,2.25,17,3,0.612337204500791,0.9182483995863566,12,0,0,0
0,1.0036829476527973,-0.26,16,7,0.3525379528225164,0.11347882380388255,11,1,0,1
0,1.5011099801651082,0.73,16,0,0.11276862155859611,0.4168919428256413,11,0,0,0
0,1.5066055529758917,1.19,15,7,0.125169132959036,0.47484721642001776,10,1,0,1
7,1.4989948585605652,1.39,15,3,0.0409800049433875,0.48486622869836793,10,0,0,1
0,1.5001889119417426,1.11,15,0,0.23271986569136893,0.41221948433808303,10,0,0,1
6,1.5002250464771096,1.7,17,7,0.11621179504390887,0,12,1,0,0
7,0.9958258033235211,-0.27,16,3,0.21314035504954085,0,10,1,0,0
0,1.5036982898612523,1.12,16,1,0.4566152058363762,0,11,1,0,1
3,1.0004621026613942,0.58,15,1,1,0.7081829237235254,10,1,0,0
4,1.5036136900275552,1.09,16,7,0.09452321842623092,0.025589486959501605,11,1,0,0
5,1.0049560515065628,-0.55,17,2,0.018615924639248237,0,12,0,0,1
5,1.4996065456835568,1.35,15,2,1,0.680230863268126,10,1,0,0
7,1.9971692809893038,1.95,17,3,0.24779623598788303,0,12,0,0,0
7,1.5005217065841787,0.83,14,7,0.06824849722703129,0,9,0,0,0
7,1.9994120229215622,2.1,17,3,0.21054829737088454,0.17885915014300335,12,1,0,1
4,1.4975691953056265,1.41,15,2,0.06698350245499231,0.11504061788929068,10,0,0,0
7,1.5034925993494719,0.73,16,3,0.1309181013829192,0,11,1,0,1
5,2.0008411633814394,0.52,17,2,0.09921350125226332,0,11,1,0,1
0,1.5030550799093392,-0.18,17,2,0.06692388697836975,0.046780402255560474,11,1,0,1
2,1.501035645189091,1.68,17,4,0.005432970192371476,0.09879785042590597,11,0,0,1
3,2.0003018754164428,1.68,15,7,0.026082673508412826,0.24844722951064396,11,1,0,1
6,1.9998467134739877,3.01,14,3,0.2036755042344092,0,9,0,0,0
7,2.4962216162398083,2.6,13,5,0.21004660600392477,0.21120016443982895,9,0,0,1
7,1.9980965641104302,1.66,17,7,0.5173995785767151,0.5267979972430413,12,0,0,1
0,1.00022823277974,-1.51,13,2,0.103596307433702,0,9,1,0,0
0,2.5021667143379305,3,13,0,0.1093037493391535,0,9,1,0,0
7,1.497743528627471,0.88,17,6,1,0,12,1,0,0
0,2.0035660530080825,2.74,17,7,0.8352022176622721,0.3640059632487058,12,1,0,1
0,1.0069283160799514,0.32,16,0,0,0.17043651843205837,11,0,0,0
0,1.006840367574229,-1.38,17,7,1,0.16944923421485475,11,1,0,1
5,2.5015636199186746,5.79,14,2,0.06642967031580238,0.5969042395821532,9,1,0,0
7,1.498181042072609,1.79,14,6,0.5434803804928741,0.06205557447159954,9,0,0,1
6,3.5000328334377055,5.74,13,2,0,0.21564885743163198,9,1,0,1
6,2.4961085016131337,3.71,18,3,1,0.7859336381669716,12,0,0,0
7,2.496549936832836,2.25,13,2,0.0416403647128585,0.08554841689326942,9,0,1,1
7,2.0030441489263366,2.25,13,5,0.7624196378182232,0.40960366412422017,9,1,0,0
0,1.0024149413993209,-2.42,18,5,0.15058816064825145,0,12,1,0,1
0,1.0056496026440203,-2.73,16,4,0.11621959813265596,0.025598817079662925,11,1,0,1
0,2.000040831255615,0.31,17,0,0.42365998292713136,0,11,1,1,1
0,2.003441962259755,1.06,17,0,0.49684230463650747,0.6416372678619434,12,1,0,1
4,0.9980220544459678,-0.78,16,7,0.26377124587756945,0.09538051693986972,11,1,0,1
7,2.4971474230820574,3.36,16,7,0.10572121298679016,0.2647754048195497,11,1,0,1
7,0.9987493258459818,0.12,16,7,0.057984287967598705,0.058958259021396564,11,0,0,1
7,1.9974206464627864,2.12,15,3,0.08961308225899924,0.6489297574944403,10,1,0,0
2,2.5014830416368516,4.78,17,1,0.7830828842083872,0.1395625196557884,11,1,0,1
7,2.004511118965097,2.09,14,3,0,0.476834088742343,9,0,0,0
0,1.5025152842782359,0.29,16,0,0,0.22251684595092924,11,0,0,1
4,1.5016752426808877,1.11,17,2,0.474376773431313,0.6012888119903614,12,1,0,0
4,1.497517774842512,0.41,16,2,0.6450363700398638,0.08590024473724825,11,0,0,1
7,1.9981575429613656,2.7,13,7,0.12165266596641253,0,9,0,0,1
7,1.5011555284447802,0.64,13,5,0,0.4077834473919902,9,1,0,0
0,1.5042783136041225,0.89,17,0,0.004430977022913552,0.4491361709818309,11,1,0,0
7,1.0011821138246606,-1.79,17,3,0.14861587127397016,0.5047621078349382,12,1,0,1
0,3.002099242175921,6.19,15,0,0.2958073581237466,0.17555575175692376,10,0,0,1
7,2.4996804376248685,3.96,17,4,0.5102106807167436,0.6197886262655529,12,0,0,0
7,1.4997810124359925,0.56,15,3,0.19394435126806608,0.19129222582406644,10,1,0,0
3,1.0048218990656466,1.09,14,7,0.05101670794497481,0,9,1,0,0
0,1.5046073284683996,1.41,17,1,0,0,11,1,0,1
0,1.5028267199458503,1.12,15,0,0.07527302816929415,0,10,0,0,0
0,1.5056761342746623,2.4,15,3,0.34430369664402743,0.24367375796207022,10,1,1,1
7,2.500401872760514,3.38,18,3,0.9747138061643623,0.7094529524505162,12,0,0,0
7,2.5003067343790466,3.13,15,7,0.6221559254272919,0.35923093890573005,10,1,0,0
7,1.5015669671691383,-0.03,18,3,0.10138660095414297,0.18078555228124427,12,0,1,1
5,2.000275609877652,1.7,13,2,0.2029824062278863,0.3269296738790652,9,1,0,0
7,1.9986123824957944,2.75,15,7,0.05670083417783197,0,10,0,0,1
7,1.5009981053578514,1.25,15,6,1,0.6580436250315078,10,0,0,0
7,2.5000231073694494,2.9,15,3,0.01072798686331531,0.34024773500463024,10,0,0,0
5,2.0004383855148937,2.34,13,1,0.15939931483290942,0,9,1,0,1
7,1.004784241861935,-1.09,14,7,0.5172142925622328,0.6209265306080186,9,0,0,0
0,1.002593949131793,0.79,15,0,0.5141808269150392,0.17546031476524235,10,0,0,1
5,0.999970435904146,-0.7,14,2,0.8924916288853313,0.6631307165473742,9,1,0,0
7,1.9976065379788235,2.84,17,3,0.23534823889219497,0,12,0,0,0
0,2.503151673896607,5.02,15,0,0.5500197194226883,0,10,0,0,0
0,2.0059057024103497,3.15,17,0,0,0,11,1,0,1
0,1.004993977272041,-0.63,16,5,0.11082255577530076,0.3248041195186628,11,0,0,0
0,1.5055257973701757,1.5,16,0,0.07746530972233182,0,11,0,0,0
0,2.002470471426764,2.55,16,2,0.561149302970037,0.8188231347336216,11,0,0,0
7,1.9959302411722892,2.56,17,3,0.504586700122908,0.46248657676150523,11,0,0,1
0,1.505418766437876,-0.03,16,6,0.05624362313800872,0.08429311728478762,11,0,0,1
4,2.4991993063207927,2.97,16,6,0.5149020182919329,1,11,0,0,1
7,0.9952879695655529,-0.42,16,3,0.15989257147774025,1,11,1,0,1
0,2.005571058830321,1.6,18,6,0.3767986948576868,0.7518802615114191,12,0,1,1
2,1.502870035045176,-0.02,14,0,0.06237249946607777,0,9,1,0,0
7,1.5030556518281946,0.76,16,3,0,0,11,1,0,1
5,1.4978531176990466,1.7,18,6,0.07791200169906379,0.7227135739849736,12,1,0,1
7,2.9960290357448587,5.28,14,3,0.9212695019430133,0.9763734870791594,9,1,0,0
4,2.000858135342545,3.49,15,2,0,0.059828238536563626,10,1,0,0
7,1.4991891840942633,0.71,13,2,0.6204512306114782,0.5096912706396999,9,1,0,0
5,1.501707113542415,0.06,14,2,0,0.0797146555200248,9,0,0,1
4,1.500400889281566,-0.78,17,3,0.20466259649229102,0.44286570235388206,12,0,0,1
6,0.9961630420819519,-1.7,14,5,0.08265824564260064,1,9,1,0,0
7,1.003237629752504,-0.32,13,5,1,1,9,1,0,0
6,3.4941813061589704,6.53,14,2,0.13282688579891327,0.39019124729920346,9,1,0,0
5,4.500726277531022,9.52,15,7,0.47927727436967915,0.056598700775810314,10,1,1,0
7,1.0016627134284053,1.57,14,7,0.8904179152903722,0.8930375459076346,10,1,0,0
0,2.502565853391605,4.66,15,0,0.36898698104814637,0.5688680999378171,10,0,0,1
7,1.4977223582724537,2.24,15,3,0.25747002040888944,0,10,0,0,0
7,1.9994241176858671,2.37,15,7,0.24069431610928205,0.15512615328505314,10,0,0,1
3,1.5008627711391296,0.97,17,1,0.5300878528213774,0.5737455210491795,12,1,0,1
4,1.4991298117694785,1.55,13,3,0.4853703926972425,0,9,1,0,0
7,2.0015419666730203,1.89,16,3,0.08215856697991135,0.7437429675305282,11,0,0,1
2,2.0011566508579524,2.5,15,1,0.9657482055903853,0.21473385096421477,10,1,0,0
0,1.00272317207982,-1.03,15,0,0.4069147279695383,0.09448834283500232,10,0,0,0
7,1.0021733493727336,0.22,13,3,0.46897938245068205,0,9,0,1,0
1,2.5034409899177934,3.46,17,7,0,0.7219614284878564,12,1,1,0
0,3.0051491827112558,5.2,13,0,0,0.1280381438505856,9,1,0,0
7,1.4982863714775578,1.16,13,7,0.449307765274798,0.13248382994343047,9,1,0,0
4,1.0058523223288909,0.41,18,2,0.052143035214725506,0.3694208959836889,12,1,0,0
3,1.5029489272103265,0.95,15,7,0.13393816536945324,0.7666140439547319,10,1,0,0
0,2.500188235993317,2.38,15,1,0,0,10,1,1,0
0,2.0058727161067353,0.34,18,3,0,0,12,1,0,0
1,1.0031108718740118,0.43,17,7,0.18659686395101063,0,12,0,0,1
7,1.0017535279186747,0.28,17,7,0.23481064512323205,0.38009124622885926,12,0,0,0
1,1.5054979286561436,0.25,15,0,0,0.8093403490669013,10,1,0,1
7,3.500492028090888,6.29,17,3,0.35822468504129246,0.4337016639389359,12,1,0,0
7,1.9988468126219985,0.83,14,3,0.6765447679440867,1,10,0,0,1
7,1.5036002030726796,-0.42,13,2,0,0.6758659408272655,9,1,1,1
3,1.5009505712870357,0.76,15,4,0.1503138440755883,0,10,0,0,0
7,1.997141270467417,2.31,15,7,0.08021633992672558,0.2430067606201972,10,0,0,0
0,1.5014200826104014,2.49,15,0,1,0,10,0,0,0
6,1.0004891041951238,-0.47,17,7,0.21555153143055397,0.08213290084549861,12,1,0,0
0,1.0065019127551207,-0.01,17,0,0,0.06759640291984723,11,1,0,0
0,2.5007456534860175,2.39,13,2,0.44325863812135335,0.7325495869092177,9,1,0,1
7,1.0005149447391863,-0.85,17,7,1,1,12,0,0,0
0,1.0012269307588473,0.73,17,0,0.5693304718361082,0,11,1,0,0
0,2.006210606502815,2.77,16,0,0,0.7462701737660594,10,1,0,1
5,1.502400635392334,0.93,14,2,0.12424671117479653,0,9,1,0,0
6,1.5022593262121657,1.95,17,7,0,0.618896721542067,12,1,0,1
0,2.0041264161495205,3.01,15,0,0.120456178095846,1,10,1,0,1
7,1.4996875523966626,0.63,16,3,0.6238605182073256,0.7054448832042115,11,0,0,1
0,1.5029467554726812,1.97,13,0,0.5595336871195057,0.9732866610885139,9,1,0,1
7,1.0023100897660426,-0.21,14,7,0.45343909337211025,0.8321427253707356,10,0,0,0
2,1.003893330932425,-0.32,14,1,0.489910815616087,0.346681567151208,9,1,0,1
5,2.9988748637686244,4.49,15,2,0,0,10,0,0,1
7,1.003634163863813,0.97,17,6,0,0.14451434270086785,12,0,0,0
0,3.501654107575512,5.24,17,0,0.7703654178398923,0.07291317912485452,11,1,0,1
0,1.5038420883269548,-0.48,16,5,1,0,11,1,0,1
6,2.002064535654748,1.3,15,6,0.012777202541874264,0.014249686375548232,10,0,0,1
7,2.003568424862427,1.94,15,7,0.8249780267239422,1,10,0,0,1
0,1.006612833674586,-0.5,17,5,0.5559598599716932,0.1159221703062498,12,1,0,1
7,1.498936950186974,0.63,14,7,0.63457553055515,0.36601727397180067,10,0,0,0
7,2.995937111766246,4.49,18,3,0.560172699312175,0.8524348281563112,12,0,0,0
7,0.9991326874327426,-1.53,15,5,0.8961451371417585,0.14305240398776145,11,1,0,0
